track,artist,label
Trying To Live With the Horrific Knowledge Your Hard Earned Tax Dollars Are Being Used to Slaughter Afghani Babies,FOWL,angry
Tongue In Chic (MIDIval PunditZ Remix),Banco De Gaia,others
The forest,Caprice,sadness
風と羅針盤,志方あきこ,angry
Wetting the Witches,Skerror,angry
Song of the Minerals,Shellac,angry
Try Again,Champaign,love
Pleads and Postcards,The Red Jumpsuit Apparatus,joy
Shitscheissemerde (Part 2),!!!,love
Missing Pieces,Voxtrot,others
Alma brasileira,Yo-Yo Ma,sadness
Trapped,The Beauty of Gemina,sadness
Tunis,The Removers,love
Land of Milk and Honey,Killing Joke,love
Recorded,AGF/Delay,angry
Carmina Burana Fantasy,Sandy Bull,fear
Je Reviens Fanny,Charles Aznavour,others
Rain Theme,A Vision of Panorama,sadness
Your Man,Down with Webster,sadness
Hows It Going To Be,Third Eye Blind,fear
For the Damned,Bulletboys,angry
Tiny Little Blues,Richie Havens,fear
Girls and Boys,Prince,joy
Humankind,Grant-Lee Phillips,love
Tidal Wave,The Killers,others
Göttingen,Barbara,fear
Heater (Vandalism Re-rub),Samim,love
One Less Bell To Answer / A House Is Not A Home (Glee Cast Version) Feat. Kristin Chenoweth,Glee Cast,angry
when the partys over,Billie Eilish,fear
Big Canoe,People You Meet,love
Stephanie Says,The Velvet Underground,fear
Distant Activity,Adam Fielding,sadness
"Paranoiak, Hypocondriak & Toxicomaniak",Tamtrum,sadness
RQ-170,Shed,fear
C) Pt III,The Mars Volta,sadness
Sweden,C418,angry
Disappear! (Unter Null mix),Glis,sadness
"Honey Please, Cant Ya See",Barry White,others
Paranoid Destruction (Alternative Version),Agonoize,angry
Shack Of Hate,White Zombie,angry
I Like Dat,Masta Ace,angry
Chocolat,Harvey Weinstein,joy
Who Can I Run To,Xscape,joy
My Warrior,Magellan,others
Hollow Bones,Halou,fear
I Dont Wanna Rock,Bowling for Soup,others
The Piano Has Been Drinking (N,Tom Waits,fear
No Way Out,The Tubes,sadness
Sleazy,Dirty South,angry
What Is Love (Rapino-Brothers-Mix),Haddaway,angry
SNUFF MACHINERY (exclusive album version),:SITD:,fear
Unfamiliar,Black Sun Empire,angry
Foggy day,Oi Va Voi,love
A Space Boy Dream,Belle & Sebastian,fear
Blood Against Gold,Sol Invictus,sadness
Pikkukivi,Poeta Magica,others
Screaming,Faith of the Damned,sadness
Where Da Hood At,DMX,fear
Liebestod,unknown,sadness
Let Us Go Laughing,Bruce Cockburn,sadness
If Youre Not the One,Daniel Bedingfield,love
Dream At Tempo 119,Silversun Pickups,fear
I Go Blind (LP Version),Hootie & The Blowfish,love
Traffic Light,The Ting Tings,love
Like Yeah,Tech N9ne,sadness
Pizza Express,Massimo Volume,fear
"Colt Stands Up, Grows Horns",Sunset Rubdown,joy
Kick It,Peaches,others
(Exactly Where Were From),Mirah,love
Everything That Happens,Brian Eno & David Byrne,others
New Gypsy,Will Oldham,sadness
White Punks On Dope,Mötley Crüe,angry
Meu Piao,Astrud Gilberto,sadness
Last Kiss,Taylor Swift,fear
"My Heart, My Life",Nusrat Fateh Ali Khan & Michael Brook,sadness
President,I Am X,joy
Norte Route,Balil,others
People Of The Far North,植松伸夫,love
In Every Dream Home A Heartache (1999 Digital Remaster),Roxy Music,angry
9PM,ATB,joy
Palisades,Kangding Ray,joy
Ladybug,SHAKALABBITS,love
Back to Basom,Ween,sadness
Slow Rider,Johnny Cash,love
Its Summer,The Temptations,love
Dark Desire,Trümmerwelten,fear
The Showdown in Goattown,Say Hi To Your Mom,love
Sea Mammal,Mr. Scruff,sadness
Tell Me Something,Drama Digest,angry
Walked In Line 2007 Re-mastered,Joy Division,sadness
Simply Thrilled Honey,Orange Juice,fear
Live High,Jason Mraz,love
Am I the Kinda Girl,Cathy Dennis,others
Unconsolable**,X Ambassadors,joy
Si JAvais Au Moins...,Mylène Farmer,fear
Ursae (Ursae Majoris),Luc Arbogast,joy
Gonna Get Along Without You Now,She & Him,love
"Prelude No. 16 in G Minor, BWV 861",Johann Sebastian Bach,love
ロマンティックな夜だわ,中森明菜,others
The Square Outside,Kerretta,fear
Inkjet Lakes,Grammatics,joy
Cheek to Cheek,Lowell George,sadness
Irish Mass - 2 - Gloir (Gloria),Gilles Mathieu,others
Chains and Leather,Running Wild,others
Rosyln,Bon Iver & St. Vincent,love
The Missing Particle,Specialmind,love
Deviation,Diary of Dreams,angry
On a Balloon,Nobukazu Takemura,joy
Mży,Lagesag,love
Paranoia in B-Flat Major,The Avett Brothers,love
Lookaround,Dressy Bessy,sadness
Accident Waiting To Happen,Billy Bragg,angry
I Still Love You feat. Mayer Hawthorne,Nottz,love
Maw,Chelsea Wolfe,joy
Dance Dance Dance,Lykke Li,others
Endless Day,Yalpine,fear
Liberated,Christina Antipa,love
Own It,Drake,others
Hello,Lionel Richie,joy
Deus Ex Machina,Liv Kristine,sadness
Bring It on Back,Jet,love
The Unseen,DJ Hidden,angry
Mean Street,Husky Rescue,love
Tuning Out,Prometheus Burning,angry
Deceptacon,Le Tigre,others
King Kripple,Vivian Stanshall,joy
You Were,Julia Nunes,joy
Shell Come Back,The Turtles,love
Mevlana In Persialand (AstroPilot Mix),Suryademah,love
17 Kerzen am Dom,Eisregen,angry
Pale Horses (Apparat remix),Moby,fear
If Ye Love Me,The Choir Of Christ Church St Laurence,sadness
Jazz Migrates To The Cities,Minmae,sadness
Dune,Dom & Roland,joy
Seule,Kaada/Patton,love
Dark Horse (feat. Juicy J),Katy Perry,joy
물고기,Casker,love
Winter,Blondie,joy
Down on Earth,ManMadeMan,joy
Awaken the Sires,Shores of Elysium,joy
King Pt 4,Big K.R.I.T.,others
Ohhh Ahhh,Ashanti,others
"Sell My Old Clothes, Im Off To Heaven",Saves the Day,angry
Are You Having Fun?,Joe Loss,others
Killing Me Softly,Toni Braxton,fear
Bleu Dune (Classic Mix),Metropolitan Jazz Affair,joy
Sheenas in a Goth Gang,The Cramps,joy
All I Do (is think about you),Stevie Wonder,others
Meera,DJ Cam,joy
Happy Times,Danny Kaye,love
I Have Put Out The Light,James Holden,fear
Out of Tune,Real Estate,others
Ive Tried,David Byrne,others
Fever Knife,Loop,sadness
Destination,The Church,joy
Oreia,Banco De Gaia,love
Make It Last,Stroke 9,fear
Tapeworm,Pigface,sadness
Trading Air,Athlete,love
kradzież cukierka,Czesław Śpiewa,love
respirations,Black Star,love
Bewitched,Frank Sinatra,love
Cherubs,Arab Strap,fear
Omanko,Sky Ferreira,fear
Be Alone,Kiley Dean,fear
Demais,Wax Poetic,love
Dont Need A Reason,Skin,fear
Tiger Girl,65daysofstatic,joy
The Sun Is Down ROW Radiative Mix,Rumours Of Whores,joy
Enae Volare,Era,joy
Youll Find A Way,Santigold,others
Wrath (RMX for Man & Machines),HausHetaere,joy
Tear,The Smashing Pumpkins,sadness
The Pollenated Girls,Swan Lake,love
Gentle Piece,Craig Armstrong,love
Sun Eater 2,Noise/Girl,sadness
Halfway To Heaven,Johnny Crash,angry
Wear It Like a Crown (Living Room Session),Rebekka Karijord,love
Hold On To Love,Netsky,others
"Fire It Up, Firemouse (Lil Wayne Vs Modest Mouse)",The Hood Internet,angry
Squeeze Her Tease Her,The Animals,sadness
La Demeure,Stereolab,fear
Air of December,Edie Brickell and New Bohemians,love
Untitled,Hype Williams,sadness
Fragment,Max Richter,sadness
Ligature,Melvins,others
Ill Sink Manhattan,They Might Be Giants,angry
Black Lungs,Despised Icon,joy
Sanctuary,Dejure,others
Deathbed,Relient K,joy
Coffee Break,Billy McLaughlin,love
Skies Open,Blue Sky Black Death,sadness
Pan Galactic Gargle Blaster,Joby Talbot,sadness
Raining in Darling,Bonnie Prince Billy,fear
Far From Home,Neil Young,others
Hymne I - Wolf And Fear,Ulver,fear
Threewrite - Non Prophets (2003),Sage Francis,sadness
Ancient Trees,Chalice And Blade,love
The Moodswing,Doubting Thomas,joy
Where Was You,Kiesza,love
Unrest,Rei Harakami,love
Sunndal Song,The Apples in Stereo,others
Walking In Your Footsteps (2003 Stereo Remastered Version),The Police,sadness
Obvious,Richey Hackett,sadness
Money for Food,Barbies Cradle,love
Look Up,Emlyn Ellis Addison,fear
We Cant Be Beat,The Walkmen,joy
Дело за мной,Аквариум,others
I Broke Up,Xiu Xiu,joy
Wrong (Deep Dish remix),Everything But the Girl,love
404,Decapitated,joy
Happiness is,"Hector Zazou, Peter Gabriel & Yungchen Lhamo",fear
It Dont Mean a Thing (If It Aint Got That Swing),Nina Simone,fear
"Last Call (Feat. Slimm Calhoun, Lil Jon & The East Side Boyz & Mello)",OutKast,joy
Bitter,Lush,love
Dead Faces,Okkervil River,fear
Do You Feel Real,Sevdaliza,angry
Paranoid,Pete Philly & Perquisite,angry
Pure,Shikata,joy
June 15,Nurse With Wound,fear
2nd Murder,Elia Cmiral,angry
3.1 (Bedrock remix),Humate,joy
Ocean Pollution,Wouter Bruys,joy
Lila,Bright Eyes,fear
Uri,Angel Tears,love
Creep,Kina Grannis,love
Lamour Avec Toi,Rouge Rouge,others
Last Days of Disco,Robbie Williams,joy
Move to California,The Hard Lessons,others
Whats Good About Goodbye,ABC,fear
T-Bone Shuffle,Boz Scaggs,fear
The Darkest Evening of the Year,Emancipator,angry
Morgana,Trobar de Morte,fear
Like a Train Through a Pigeon,The Red Chord,joy
Askaa!,Teddy Rok Seven,others
The Police - Message In A Bottle,The Police,others
Lament Of McCimmon/Song Of The Banshee,Sheila Chandra,joy
Symphony No. 6: Second Movement,Glenn Branca,joy
Bet Aint Worth the Hand,Leon Bridges,love
In Keeping Secrets Of Silent Earth: 3,Coheed and Cambria,joy
Senioritis,The Red Jumpsuit Apparatus,joy
Inner Peace,Nellie McKay,angry
The Mojo Radio Gang (radio version),Parov Stelar,others
Love Here,Mr. Projectile,love
Black Dog On My Shoulder,Manic Street Preachers,fear
The Duel,Solaris,angry
Ive Got No Friends,The Bobby McGees,fear
Für Luise,Cluster & Brian Eno,fear
First,Lindsay Lohan,others
Picture Window,Ben Folds & Nick Hornby,sadness
Complete Disarray,Tense,angry
Begin,The Wailin Jennys,love
New Map,M83,love
Feel the Love,Cut Copy,others
I Felt Your Shape,The Microphones,love
Releasing Hypnotical Gases,Organized Konfusion,angry
Sweet Honey,Slightly Stoopid,others
Rough Steez,Fuck Buttons,angry
My Destiny (Remix),Naoki Kenji,joy
Runaway,The Kooks,others
Cloud 9,坂本真綾,others
Pound That Beer,Mac Lethal,fear
o,matt middleton / crude,joy
The Mountain,PJ Harvey,fear
The Girls,Diorama,angry
East to the West,Michael Franti & Spearhead,others
Equador,Sash!,fear
Astimelusa,Ataraxia,love
Superstar,Cold,fear
Wood And Nails (feat. Audrey Assad and Josh Garrels),The Porters Gate Worship Project,joy
The Tide,Oceana,sadness
Potato Girl,Our Lady Peace,love
Broken Wings,Bryan Adams,love
Lionheart,Demi Lovato,others
Stukot Kół,Czerwony Tulipan,joy
The Nearness,David Crowder Band,joy
Paranoid ft. Mr. Hudson,Kanye West,angry
Night By Night,Chromeo,joy
Trailer Sword 09,Ryzom,joy
Doing the Best I Can (Escape from Berlin),Stevie Nicks,fear
Dream for Tomorrow,FGFC820,angry
The Conversation,The Lodger,sadness
There For You,Mellow Drunk,others
Hypnosis Theme (feat. Marina Quaisse),Wax Tailor,fear
The Vampires,Paul Simon,fear
Earth My Body,Michelle Mays,love
Why We Die,Busta Rhymes,joy
Bursting The Sadness,Cerebrum Vortex,angry
The Lonesome Road,Dean Elliott & His Big Band,joy
Knee Deep (feat. Alice Russell & Jim Oxborough),TM Juke,fear
Moscow Nights,The Red Army Choir,others
Eat Yourself,Goldfrapp,love
Mystery Babylon,Prezident Brown,joy
Squeeze Me (05-20-25),Buster Bailey,angry
Science Fiction Double Feature,Me First and the Gimme Gimmes,fear
Every Last Drop,Nachtmystium,sadness
In Your Room,Ks Choice,fear
Cant Nobody Love You,Solomon Burke,sadness
Motion Picture Soundtrack,Radiohead,fear
Le Desir,B. Fleischmann,love
The Gravity Car,The Olivia Tremor Control,sadness
On my mind - Pascal+Misterday,Pascal+Misterday,fear
Tourner la Page,Friday Bridge,joy
This Ones For You,The Concretes,fear
Button up Your Overcoat,Ruth Etting,others
Solar Flares,Sven Libaek,fear
Spin Spin Sugar (radio mix),Sneaker Pimps,joy
Easy To Luv You,Stacie Orrico,love
"Winning a Battle, Losing the War (Andy Votel remix)",Kings of Convenience,others
Imaginary Friends,Robert Tunstall,joy
Ticks,Brad Paisley,others
Start Shootin\,Little People,sadness
KEY OF HEART,Boa,fear
Kyrie from Missa Christus Resurgens,Adrian Willaert,joy
Ethereal Void,Divinity,love
HardBodies,The Third Eye Foundation,angry
Another Brick in the Wall (Traumanoize Cover),Chrysalide,sadness
Blow the Man Down,Robert Shaw,others
Past thru da-Ostróda,Positive feat. Mercedes,love
Brücke,Ich + Ich,love
Weeping Wall (Instrumental) (1999 Digital Remaster),David Bowie,fear
After An Asteroid Crashes Into The Ocean,The 5th Plateau,joy
Mr. TACHIBANA,Neo-Rista,joy
Моя Бабка,Сектор Газа,others
Never Let Go,Tom Waits,fear
I Am The Res-erection,Robbie Williams,joy
torn,Ferri,joy
Sacrament of Emptiness and Despair,Goatwhore,fear
Forceps Delivery,Hioctan,sadness
I Died So I Could Haunt You,Stars,others
A Messenger from Behind ~Battle with the Colossus~,大谷幸,joy
Pictures for You,The Red Clay Ramblers,others
Waves of Grain,Two Gallants,fear
Never Got To Love You,Anjani Thomas,love
Lady of the Moon,2002,love
Mi Vida Samba (Solid State Saints remix),DJ RAIN,love
The Meltdown,John Powell,fear
St. Jarna,Depeche Mode,angry
Ive Just Begun (Having My Fun) #,Britney Spears,others
WORK ME OVER,Celetia,love
The Ballad Of Marie Curie,Army of Lovers,others
Me and a Gun,Tori Amos,fear
Hail In Allendale,Cabinet of Natural Curiosities,fear
"Coronation Mass in C Major, KV. 317: VI. Angus Dei","Berliner Philharmoniker, Igor Markevitch",joy
Antología,Shakira,joy
We Are Mice,Azure Ray,fear
Boy Cried Wolf,Patti Smith,angry
Ray,Aimee Mann,love
Manic Cure (Album Version),Fear Factory,angry
Hotel Yorba,The White Stripes,others
Animal Midnight,Stephen Malkmus and Jicks,others
くちびるヌード,高見知佳,others
Free Your Mind (Instrumental),Bright,others
Biters Block,Gym Class Heroes,joy
Zebra,The Magnetic Fields,love
De Stilte Valt Zo Hard,Van Dik Hout,angry
Prisoner of Mars,Stereolab,love
Thats How...,D12,angry
Ongyilkos Vasarnap,Venetian Snares,angry
The Beginners Guide to Wicca (Unabridged),Starhawk,love
Daddys Little Girl,Frankie J,love
Reality,Antoine Dufour,love
Pavana,David Russell,love
Im Gonna Take What Hes Got,Etta James,fear
Koo Koo,Sheila E.,joy
The Continuing Adventures,The Illuminations,love
Get Out of This Alive,Default,others
Dryland,Chris Pureka,love
Beautiful (Al B Rich Next Level Mix),Christina Aguilera,angry
Spectrum (Extended Mix),Zedd ft. Matthew Koma,others
Night and Day (Drunk),Kimza International,joy
"Shine on You Crazy Diamond, Pts. 6-9",Pink Floyd,fear
The Flow (Rising Riddim mix),Vargo,love
Ascension,Mike Oldfield,love
How Will I Know,Cousteau,sadness
Rebound,Sebadoh,joy
Master of the Masquerade,Morgana Lefay,sadness
Soelen Gaaer Bag Aase Need,Ulver,angry
When I Argue I See Shapes,Idlewild,fear
Landed,Ben Folds,love
Potz Blitz!,KMFDM,sadness
Recurring Dream,Nheap,fear
Whispers in the Dark,Hanoi Rocks,angry
"Prelude in E Minor, Op. 28, No. 4",Frédéric Chopin,joy
In Viaggio Con Pap,Piero Piccioni,love
To Be Young,Ryan Adams,fear
Scarlet Town,Bob Dylan,love
No Surprises (feat. The Meditations),Easy Star All-Stars,others
Flying Into Tokyo,Magnetic Man,love
Territory,Chairlift,love
Naked,Reef,others
Sad Song,Oasis,fear
Get Myself Into It (Sebastian Remix),The Rapture,joy
Sensitivity,Ralph Tresvant,love
Madeira MDear,Flanders & Swann,others
Tough Love,Jessie Ware,others
He Said She Said,Batacuda sound machine,fear
Under Your Touch,Sophie Ellis-Bextor,others
The Healing Smoke,Jan Garbarek,sadness
I Wish I Was Gay,Jessica Lowndes,others
Sanity,Unmorph,angry
Leaving Nara,alt-J,sadness
Bang Bang (feat. Snoop Dogg),La Coka Nostra,angry
Requiem,Scared Weird Little Guys,love
No Regrets,Katarina Kovac,angry
Rusty,T7,angry
Troubbble,Stephen Malkmus,others
Mind of My Own,Frances England,others
Arambol,Astropilot,sadness
Boadicea,Enya,love
"Nightswimming, AR",The Finches,love
Ocean Drive,Lighthouse Family,love
Waving My Dick in the Wind,Ween,others
Little Too Late,Pat Benatar,joy
Pristeen,Julian Cope,joy
Talking Vamp Woman Blues,George Ellias,fear
It Has Not Taken Long,Nico,fear
Far Away,Marsha Ambrosius,love
Wax Worship,Pontiak,fear
Morrigan,Tran Qual,fear
Drivin Me Crazy,The Reds,angry
Scaryzona,Tesco Value,angry
The Percocet & Stripper Joint,Future,joy
Stay Home,Bang Gang,sadness
Everything Flows,Anita Lipnicka & John Porter,others
Tear Down the Walls,Kix,angry
Nobody Lives Without Love,Eddi Reader,others
Story Of An Alcoholic Father... Somethings Happened To Daddy,Lil Markie,sadness
Blizzard,Say Hi To Your Mom,angry
New York,Sara Lov,love
Stuck In  A Moment You Cant Get Out Of,U2,fear
Riff Raff,Mark Kozelek,angry
Homicide,Cystem Cex,joy
Fairy Tale,Ascent And Argus,love
Life on Earth,The Divine Comedy,love
Sometimes,Michael Franti & Spearhead,others
La Pared (Version Acustica),Shakira,love
Outside the Lines,Traci Sperry,joy
Serious 2005,JME,love
Bill Graham Intro/ Never Happen No More,Hot Tuna,fear
Calypso War,The Mighty Terror & His Calypsonians,others
Alcohol,Barenaked Ladies,others
Schnuffi (Short Cut),Dunkelwerk,sadness
Red Hot,Robert Gordon,others
証,Zone,others
Summers Gone,Placebo,fear
bitelip,m e l l o w d r o n e,fear
The Age of Blood and Iron,H.E.R.R.,fear
Bamboozel,Two Steps from Hell,joy
Kizuna,Atari Kousuke,love
Ill See It Through,Texas,sadness
Go!! Muthafucka,Angie Martinez,angry
Here Comes The Moon Man,Amon Tobin,sadness
Drop,Cornelius,love
Behave Through Mythos,Gorguts,joy
Techno Dumping,Sawlin,fear
Not Enough Love,Kosheen,others
There But For Fortune (Live Version),Phil Ochs,love
"Yes, I Am Dirty",PurrPurr,joy
Rebellion (feat. Daron Malakian),Linkin Park,joy
One More Trip,Bang Gang,sadness
Mind Playing Tricks on Me,Geto Boys,fear
Endsmouth,Agents of Oblivion,sadness
For Agent 13,The Besnard Lakes,love
Nooit Meer Terug,Boudewijn de Groot,angry
Im Gonna Be Strong,Cyndi Lauper,sadness
Hantaoma,Stille Volk,angry
Lay of the Sunflower,Govt Mule,fear
Greensleeves,David Nevue,love
Stop Talking About Comics Books or Ill Kill You,Ookla the Mok,love
Hello Bonjour,Michael Franti,others
Anorexic Rodin,Manic Street Preachers,angry
The Shining Path,Nicky Wire,fear
Cellar Door,Holly Brook,love
Audivi vocem,Thomas Tallis,fear
"Another Religion, Another Way",The Varukers,angry
Garota de Ipanema,Caetano Veloso,love
"1,2,3,4",Steve Ellington Band,joy
Blauer Regen,Michael Rother,sadness
How Long Will I Love You,Ellie Goulding,others
Målerås finest,Dungen,love
XTC (Stupid Fresh Remix),Brad Slims,angry
Second Chance,Peter Bjorn and John,others
Anhedoniac,Jarboe,joy
