title,label
Dead Poets Society,joy
The Graduate,love
Touch of Evil,anger
La Femme Nikita,joy
The Bridge on the River Kwai,joy
8½,joy
Chinatown,fear
The Day the Earth Stood Still,joy
The Treasure of the Sierra Madre,joy
Bad Taste,fear
Duck Soup,anger
Better Off Dead...,anger
The Shining,sadness
Stand by Me,sadness
M,fear
Evil Dead II,anger
The Great Escape,anger
The Deer Hunter,joy
Diva,fear
Groundhog Day,fear
Unforgiven,anger
The Manchurian Candidate,anger
Pump up the Volume,joy
Arsenic and Old Lace,anger
Back to the Future,fear
Fried Green Tomatoes,joy
Patton,anger
Down by Law,sadness
Akira,anger
Highlander,joy
Cool Hand Luke,anger
Cyrano de Bergerac,love
Young Frankenstein,joy
Night on Earth,joy
Raise the Red Lantern,anger
The Great Dictator,sadness
Fantasia,joy
High Noon,joy
The Big Sleep,joy
Heathers,anger
Somewhere in Time,joy
Ben-Hur,joy
This Is Spinal Tap,joy
Koyaanisqatsi,joy
Some Kind of Wonderful,joy
Indiana Jones and the Last Crusade,fear
Being There,sadness
Gandhi,anger
The Unbearable Lightness of Being,anger
A Room with a View,joy
Real Genius,fear
Pink Floyd: The Wall,sadness
The Killing Fields,anger
My Life as a Dog,sadness
Forbidden Planet,joy
Field of Dreams,fear
The Man Who Would Be King,sadness
Butch Cassidy and the Sundance Kid,joy
"Paris, Texas",sadness
Until the End of the World,sadness
When Harry Met Sally...,joy
I Shot a Man in Vegas,anger
Parallel Sons,anger
Hype!,joy
Santa with Muscles,joy
Female Perversions,joy
Mad Dog Time,anger
Breathing Room,joy
Paris Was a Woman,love
Im Not Rappaport,joy
Blue Juice,fear
Kids of Survival,joy
Alien³,sadness
An American Werewolf in London,fear
Amityville: Its About Time,fear
Amityville 3-D,fear
Amityville: Dollhouse,fear
Amityville: A New Generation,fear
Amityville II: The Possession,joy
The Amityville Horror,sadness
The Amityville Curse,fear
Blood for Dracula,fear
April Fools Day,fear
Audrey Rose,joy
The Believers,fear
The Birds,anger
The Blob,fear
Blood Beach,sadness
Body Parts,sadness
The Body Snatcher,anger
Dracula,anger
Bride of Frankenstein,fear
Burnt Offerings,fear
Candyman,anger
Cape Fear,anger
Cape Fear,joy
Carrie,fear
Cat People,love
A Nightmare on Elm Street,anger
Nosferatu,fear
Vampire in Venice,fear
The Omen,fear
Blood and Wine,sadness
Albino Alligator,anger
The Mirror Has Two Faces,love
Breaking the Waves,fear
Nightwatch,fear
Star Trek: First Contact,anger
Shine,joy
Sling Blade,sadness
Jingle All the Way,sadness
Identification of a Woman,fear
Paradise Lost: The Child Murders at Robin Hood Hills,sadness
The Preachers Wife,sadness
Zero Kelvin,sadness
Ridicule,sadness
The Crucible,joy
101 Dalmatians,fear
The Forbidden Christ,fear
I Cant Sleep,fear
Die Hard 2,joy
Star Trek: The Motion Picture,anger
Star Trek VI: The Undiscovered Country,anger
Star Trek V: The Final Frontier,fear
Star Trek II: The Wrath of Khan,sadness
Star Trek III: The Search for Spock,anger
Star Trek IV: The Voyage Home,fear
Batman Returns,fear
Young Guns,anger
Young Guns II,fear
Grease,joy
Grease 2,joy
Marked for Death,anger
Adrenalin: Fear the Rush,anger
The Substance of Fire,sadness
Under Siege,sadness
Terror in a Texas Town,anger
Jaws,anger
Jaws 2,anger
Jaws 3-D,fear
My Fellow Americans,fear
Mars Attacks!,anger
Citizen Ruth,fear
Jerry Maguire,joy
Raising Arizona,joy
Tin Men,anger
Sneakers,fear
Bastard Out of Carolina,sadness
In Love and War,joy
Marvins Room,anger
Somebody Is Waiting,anger
Ghosts of Mississippi,anger
Night Falls on Manhattan,fear
Beavis and Butt-Head Do America,fear
La Cérémonie,joy
Scream,fear
The Last of the Mohicans,sadness
Michael,fear
The Evening Star,anger
Hamlet,sadness
Some Mothers Son,anger
The Whole Wide World,joy
Mother,joy
Thieves,sadness
Evita,anger
The Portrait of a Lady,joy
Walkabout,sadness
Message to Love: The Isle of Wight Festival,sadness
Murder at 1600,fear
Hearts and Minds,anger
Inside,joy
Fierce Creatures,joy
Zeus & Roxanne,anger
Turbulence,fear
Angel Baby,sadness
First Strike,joy
Underworld,joy
Beverly Hills Ninja,joy
Metro,anger
The Machine,fear
Falling in Love Again,joy
The Cement Garden,fear
Dantes Peak,fear
Meet Wally Sparks,anger
Amos & Andrew,anger
Benny & Joon,fear
Prefontaine,joy
A Tickle in the Heart,joy
Guantanamera,joy
McHales Navy,anger
Kolya,sadness
Gridlockd,fear
Fire on the Mountain,joy
Waiting for Guffman,joy
Prisoner of the Mountains,joy
The Beautician and the Beast,fear
SubUrbia,sadness
Hotel de Love,anger
The Pest,anger
Fools Rush In,joy
Touch,fear
Absolute Power,anger
That Darn Cat,fear
Vegas Vacation,sadness
Unforgotten: Twenty-Five Years After Willowbrook,fear
That Old Feeling,sadness
Lost Highway,fear
Rosewood,anger
Donnie Brasco,joy
Salut cousin !,joy
Booty Call,anger
Rhyme & Reason,joy
Boys Life 2,joy
City of Industry,anger
Best Men,fear
Jungle 2 Jungle,fear
Kama Sutra - A Tale of Love,love
Private Parts,anger
Love Jones,love
The Saint,anger
Smillas Sense of Snow,fear
The Van,sadness
Crash,sadness
The Daytrippers,fear
Liar Liar,joy
The Quiet Room,anger
Selena,joy
The Devils Own,fear
Cats Dont Dance,joy
B.A.P.S.,joy
Love and Other Catastrophes,anger
Turbo: A Power Rangers Movie,joy
Anna Karenina,joy
Double Team,joy
Inventing the Abbotts,love
Anaconda,fear
Grosse Pointe Blank,sadness
Keys to Tulsa,anger
Kissed,love
8 Heads in a Duffel Bag,anger
Hollow Reed,sadness
Paradise Road,anger
Traveller,sadness
All Over Me,anger
A Brothers Kiss,anger
A Chef in Love,joy
Romy and Micheles High School Reunion,joy
Temptress Moon,joy
Volcano,joy
Children of the Revolution,anger
Austin Powers: International Man of Mystery,joy
Breakdown,fear
Broken English,anger
Commandments,sadness
Ripe,anger
"Truth or Consequences, N.M.",joy
The Turning,anger
Warriors of Virtue,joy
Fathers Day,anger
The Fifth Element,fear
Intimate Relations,anger
Nowhere,fear
Losing Chase,fear
Sprung,joy
The Promise,joy
Le Bonheur,joy
Love! Valour! Compassion!,love
Shall We Dance?,anger
The Second Jungle Book: Mowgli & Baloo,joy
Twin Town,sadness
Addicted to Love,sadness
Brassed Off,anger
The Designated Mourner,anger
The Lost World: Jurassic Park,anger
Ponette,anger
Schizopolis,sadness
Shiloh,anger
The War at Home,anger
Rough Magic,anger
Trial and Error,fear
Buddy,anger
Con Air,fear
Late Bloomers,anger
The Pillow Book,fear
To Have (Or Not),sadness
Speed 2: Cruise Control,fear
Squeeze,joy
Sudden Manhattan,fear
The Next Step,fear
Wedding Bell Blues,joy
Batman & Robin,anger
Dream with the Fishes,sadness
Roseannas Grave,joy
Head Above Water,fear
Hercules,fear
The Last Time I Committed Suicide,fear
MURDER and murder,love
My Best Friends Wedding,anger
Tetsuo II: Body Hammer,joy
When the Cats Away,sadness
Contempt,sadness
Face/Off,fear
Fall,love
Gabbeh,joy
Mondo,fear
The Innocent Sleep,sadness
For Ever Mozart,anger
Men in Black,anger
Out to Sea,anger
Wild America,joy
A Simple Wish,fear
Contact,anger
Love Serenade,joy
G.I. Jane,joy
Conan the Barbarian,anger
George of the Jungle,joy
Cop Land,love
Event Horizon,fear
Spawn,sadness
Air Bud,joy
Picture Perfect,joy
In the Company of Men,sadness
Free Willy 3: The Rescue,anger
Career Girls,joy
Conspiracy Theory,anger
Desperate Measures,fear
Steel,joy
Shes So Lovely,sadness
Hoodlum,anger
Leave it to Beaver,sadness
Mimic,anger
Money Talks,fear
Excess Baggage,fear
Kull the Conqueror,anger
Air Force One,fear
One Eight Seven,anger
The Hunt for Red October,fear
My Own Private Idaho,anger
"Kiss Me, Guido",fear
Star Maps,joy
In & Out,anger
The Edge,fear
The Peacemaker,fear
L.A. Confidential,anger
Seven Years in Tibet,anger
Kiss the Girls,fear
Soul Food,sadness
Kicked in the Head,anger
Wishmaster,joy
A Thousand Acres,sadness
The Game,anger
Fire Down Below,fear
U Turn,fear
The Locusts,love
The Matchmaker,joy
The Assignment,joy
A Smile Like Yours,joy
Ulees Gold,sadness
The Ice Storm,joy
Stag,fear
Chasing Amy,sadness
Def Jams How to Be a Player,anger
The Full Monty,sadness
Alive and Kicking,joy
Mrs Brown,sadness
I Know What You Did Last Summer,fear
The Devils Advocate,joy
RocketMan,anger
Playing God,anger
The House of Yes,joy
"Fast, Cheap & Out of Control",joy
Washington Square,anger
Telling Lies In America,joy
Year of the Horse,sadness
Gattaca,joy
FairyTale: A True Story,joy
Phantoms,joy
Swept from the Sea,fear
Wonderland,joy
A Life Less Ordinary,joy
Hurricane Streets,anger
Eves Bayou,joy
Switchback,fear
Gang Related,joy
Stripes,anger
Nenette and Boni,joy
Bean,anger
Hugo Pool,joy
Mad City,anger
One Night Stand,joy
The Tango Lesson,joy
Welcome to Sarajevo,fear
Deceiver,joy
The Rainmaker,anger
Boogie Nights,joy
Witness,love
Incognito,anger
Starship Troopers,joy
Critical Care,fear
The Joy Luck Club,sadness
Chairman of the Board,joy
Sliding Doors,love
Mortal Kombat: Annihilation,joy
The Truman Show,joy
The Wings of the Dove,sadness
Mrs. Dalloway,sadness
"I Love You, I Love You Not",sadness
Red Corner,anger
The Jackal,joy
Anastasia,fear
The Man Who Knew Too Little,fear
Alien: Resurrection,joy
Alien Escape,joy
Amistad,anger
The Apostle,joy
Artemisia,joy
Bent,joy
Bang,anger
The Boys,sadness
The Butcher Boy,anger
Deconstructing Harry,joy
Flubber,sadness
For Richer or Poorer,joy
Good Will Hunting,sadness
Guy,anger
Tar,joy
Home Alone 3,anger
Ill Gotten Gains,anger
Man of Her Dreams,fear
Midnight in the Garden of Good and Evil,fear
MouseHunt,anger
Never Met Picasso,anger
Office Killer,sadness
Other Voices Other Rooms,joy
Scream 2,fear
Stranger in the House,anger
The Sweet Hereafter,sadness
Time Tracers,anger
Titanic,joy
Tomorrow Never Dies,anger
Twisted,anger
Full Speed,fear
The Education of Little Tree,sadness
The Postman,fear
The Horse Whisperer,joy
The Winter Guest,fear
Jackie Brown,fear
Kundun,anger
Mr. Magoo,sadness
The Big Lebowski,fear
Afterglow,joy
My Life in Pink,joy
Great Expectations,joy
3 Ninjas: High Noon at Mega Mountain,anger
Men of Means,joy
Caught Up,anger
Arguing the World,joy
Firestorm,fear
Senseless,fear
Wag the Dog,anger
Dark City,fear
The Leading Man,joy
Star Kid,joy
Hard Rain,joy
Half Baked,joy
Fallen,joy
Shooting Fish,anger
The Prophecy II,sadness
Fallen Angels,fear
Four Days in September,sadness
Spice World,joy
Deep Rising,anger
Tainted,anger
A Letter from Death Row,fear
Music from Another Room,love
Mother and Son,love
The Replacement Killers,fear
B. Monkey,joy
The Night Flier,fear
Blues Brothers 2000,fear
Tokyo Fist,anger
Ride,joy
The Wedding Singer,sadness
Sphere,joy
Ayn Rand: A Sense of Life,joy
A Further Gesture,sadness
Little City,joy
Palmetto,fear
As Good as It Gets,anger
King of New York,joy
A Paralyzing Fear: The Story of Polio in America,joy
Men with Guns,sadness
Twilight,fear
U.S. Marshals,joy
Welcome to Woop Woop,fear
Love and Death on Long Island,joy
Midaq Alley,sadness
In Gods Hands,joy
Everest,fear
Hush,anger
Suicide Kings,fear
The Man in the Iron Mask,anger
The Newton Boys,sadness
Wild Things,sadness
Paulie,sadness
"A Cool, Dry Place",love
Fireworks,anger
Primary Colors,joy
"Niagara, Niagara",fear
Wide Awake,joy
A Price Above Rubies,joy
Eden,anger
Two Girls and a Guy,joy
No Looking Back,sadness
Storefront Hitchcock,joy
The Proposition,sadness
The Object of My Affection,love
Meet the Deedles,anger
Homegrown,fear
The Players Club,fear
Barneys Great Adventure,joy
The Big One,anger
Chinese Box,joy
Lost in Space,sadness
Heavens Burning,fear
Mercury Rising,fear
The Spanish Prisoner,joy
City of Angels,love
The Last Days of Disco,joy
The Odd Couple II,joy
My Giant,joy
He Got Game,joy
The Gingerbread Man,fear
Illtown,anger
Slappy and the Stinkers,joy
Live Flesh,anger
Zero Effect,anger
Nil by Mouth,anger
Ratchet,fear
The Borrowers,sadness
Prince Valiant,joy
"I Love You, Dont Touch Me!",joy
Leather Jacket Love Story,joy
Love Walked In,love
"An Alan Smithee Film: Burn, Hollywood, Burn",fear
Kissing a Fool,joy
Krippendorfs Tribe,sadness
Kurt & Courtney,fear
The Real Blonde,joy
Mr. Nice Guy,fear
Taste of Cherry,joy
Character,sadness
Junk Mail,fear
Species II,anger
Major League: Back to the Minors,anger
Sour Grapes,joy
Wild Man Blues,joy
The Big Hit,anger
Tarzan and the Lost City,sadness
Black Dog,anger
"Dancer, Texas Pop. 81",joy
A Friend of the Deceased,sadness
Go Now,sadness
Les Misérables,anger
Still Breathing,fear
Clockwatchers,fear
Deep Impact,joy
Little Men,joy
Woo,joy
The Hanging Garden,sadness
Lawn Dogs,anger
Quest for Camelot,joy
Godzilla,anger
Bulworth,sadness
Fear and Loathing in Las Vegas,fear
The Opposite of Sex,anger
I Got the Hook Up,joy
Almost Heroes,sadness
Hope Floats,sadness
Insomnia,fear
Little Boy Blue,anger
The Ugly,fear
A Perfect Murder,love
Beyond Silence,joy
Six Days Seven Nights,anger
Cant Hardly Wait,sadness
Cousin Bette,anger
High Art,anger
The Land Girls,joy
Passion in the Desert,fear
Children of Heaven,sadness
Dear Jesse,joy
Dream for an Insomniac,joy
Hav Plenty,sadness
Henry Fool,fear
Marie from the Bay of Angels,anger
Mr. Jealousy,joy
Mulan,joy
Resurrection Man,anger
The X Files,fear
I Went Down,anger
Doctor Dolittle,joy
Out of Sight,joy
Picnic at Hanging Rock,fear
Smoke Signals,sadness
Voyage to the Beginning of the World,sadness
Buffalo 66,fear
Armageddon,anger
Lethal Weapon 4,joy
Madeline,joy
Small Soldiers,joy
Pi,joy
Whatever,anger
Theres Something About Mary,sadness
Plan 9 from Outer Space,sadness
Wings,love
The Broadway Melody,love
All Quiet on the Western Front,sadness
Cimarron,sadness
Grand Hotel,sadness
Cavalcade,love
Mutiny on the Bounty,anger
The Great Ziegfeld,joy
The Life of Emile Zola,joy
You Cant Take It With You,joy
How Green Was My Valley,sadness
Mrs. Miniver,sadness
Going My Way,joy
The Lost Weekend,sadness
The Best Years of Our Lives,sadness
Gentlemans Agreement,anger
Hamlet,joy
All the Kings Men,joy
The Greatest Show on Earth,anger
From Here to Eternity,sadness
On the Waterfront,anger
Marty,sadness
West Side Story,anger
Tom Jones,anger
A Man for All Seasons,anger
In the Heat of the Night,anger
Oliver!,joy
Midnight Cowboy,fear
The French Connection,joy
Rocky,fear
Kramer vs. Kramer,sadness
Ordinary People,love
Chariots of Fire,joy
Terms of Endearment,joy
Out of Africa,joy
The Last Emperor,sadness
Rain Man,anger
Driving Miss Daisy,sadness
Take the Money and Run,fear
Klute,joy
Repo Man,joy
Metropolitan,love
Labyrinth,anger
The Breakfast Club,joy
A Nightmare on Elm Street Part 2: Freddys Revenge,fear
A Nightmare on Elm Street 3: Dream Warriors,anger
A Nightmare on Elm Street 4: The Dream Master,anger
A Nightmare on Elm Street 5: The Dream Child,anger
Freddys Dead: The Final Nightmare,fear
Friday the 13th,fear
Friday the 13th Part 2,anger
Friday the 13th Part III,sadness
Friday the 13th: The Final Chapter,fear
Friday the 13th: A New Beginning,sadness
Friday the 13th Part VI: Jason Lives,anger
Friday the 13th Part VII: The New Blood,anger
Friday the 13th Part VIII: Jason Takes Manhattan,fear
Halloween,fear
Halloween II,anger
Halloween III: Season of the Witch,fear
Halloween 4: The Return of Michael Myers,joy
Halloween 5: The Revenge of Michael Myers,anger
Prom Night,anger
Hello Mary Lou: Prom Night II,fear
Prom Night III: The Last Kiss,sadness
Prom Night IV: Deliver Us from Evil,love
Childs Play,joy
Childs Play 2,anger
Childs Play 3,sadness
Poltergeist,sadness
Poltergeist II: The Other Side,joy
Poltergeist III,fear
The Exorcist,fear
Exorcist II: The Heretic,fear
The Exorcist III,fear
Lethal Weapon,fear
Lethal Weapon 2,fear
Lethal Weapon 3,joy
Gremlins,joy
Gremlins 2: The New Batch,joy
The Goonies,joy
The Mask of Zorro,sadness
Polish Wedding,joy
"This World, Then the Fireworks",sadness
Soylent Green,fear
Metropolis,joy
Back to the Future Part II,joy
Back to the Future Part III,sadness
The Poseidon Adventure,sadness
Freaky Friday,anger
The Absent-Minded Professor,joy
The Apple Dumpling Gang Rides Again,fear
Babes in Toyland,joy
Bambi,joy
Seven Samurai,anger
Dangerous Liaisons,anger
Dune,anger
The Last Temptation of Christ,anger
The Godfather: Part III,sadness
The Rapture,sadness
Lolita,anger
Disturbing Behavior,fear
Jane Austens Mafia!,sadness
Saving Private Ryan,fear
Billys Hollywood Screen Kiss,fear
East Palace West Palace,anger
The Million Dollar Duck,joy
The Barefoot Executive,joy
The Black Cauldron,fear
The Black Hole,fear
Blackbeards Ghost,fear
Blank Check,anger
Candleshoe,joy
The Cat from Outer Space,fear
Cheetah,fear
The Computer Wore Tennis Shoes,anger
Condorman,joy
D2: The Mighty Ducks,anger
Darby OGill and the Little People,joy
The Devil and Max Devlin,joy
A Far Off Place,joy
Flight of the Navigator,joy
The Gnome-Mobile,fear
The Great Mouse Detective,joy
The Happiest Millionaire,joy
Herbie Goes Bananas,joy
Herbie Goes To Monte Carlo,fear
Hocus Pocus,joy
Honey I Blew Up the Kid,joy
"Honey, I Shrunk the Kids",fear
Hot Lead & Cold Feet,anger
In Search of the Castaways,joy
The Incredible Journey,sadness
The Negotiator,fear
The Parent Trap,sadness
BASEketball,joy
Full Tilt Boogie,joy
The Governess,love
Seventh Heaven,anger
Roger & Me,sadness
The Purple Rose of Cairo,sadness
